futures_symbol,query_start_utc,query_end_utc,kline_rows,funding_rows,open_interest_rows,confirmed_binance_perp,inferred_from_futures_klines,funding_available,oi_available,api_unavailable,no_binance_perp_evidence,manual_review_needed,availability_status,http_statuses,api_errors,kline_cache_path,funding_cache_path,open_interest_cache_path,cache_hit_all,event_id,token_entity_id,token_symbol,spot_symbol,entry_time,event_time,feasibility_tier,low_liquidity_flag,gross_return,net_return_20bps,net_return_50bps,net_return_100bps,net_return_200bps,net_return_500bps,max_adverse_excursion,max_favorable_excursion,collected_at_utc
DEGOBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/7d11c22852d335069161831f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/873dd495d1f91a9502b639a0.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/8fed35ad25bbe7de51695e07.json,yes,6cca4d0784f78049,DEGO,DEGO,DEGOUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,4.6299212598425195,0.0241935483870967,2026-05-27T11:42:10Z
FORTHUSDT,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/a01cc69fcbee85d9c24e926f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/c0788667ecbbf21172153efe.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/9bc7220a74bf088c7ad9fadf.json,yes,9499c53655bc3991,FORTH,FORTH,FORTHUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.1351351351351351,2.8506787330316743,2026-05-27T11:42:10Z
FORTHBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/91abb0448cb2ff8f10ef97b7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d85039c622e775ca777d15b6.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/ab194eb11d431a88cb98df0b.json,yes,9499c53655bc3991,FORTH,FORTH,FORTHUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.1351351351351351,2.8506787330316743,2026-05-27T11:42:10Z
HOOKUSDT,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/cce566771b50c77377255add.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/27f22dbeb836cdfce6dfe302.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/2c2a139fa4d22809d49e89ed.json,yes,b9485d9081530016,HOOK,HOOK,HOOKUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2449999999999998,3.166666666666667,2026-05-27T11:42:10Z
HOOKBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/4342ac42246aef6cc8c31f8d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/bd95be0ce914567ff5d84c3f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/477949a111bf0f9762562963.json,yes,b9485d9081530016,HOOK,HOOK,HOOKUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2449999999999998,3.166666666666667,2026-05-27T11:42:10Z
LRCUSDT,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1b184946f7feb6e63884f9a2.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/55f90f378889abf64068fa08.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/a8eda556e1df6e5aa7a19dec.json,yes,5ee0d43cf83437cb,LRC,LRC,LRCUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1039922730199613,0.6972677595628416,2026-05-27T11:42:10Z
LRCBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/495f9c37056c54cfa02d6b24.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/0677bb30e8af0cc26785e2a8.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/be22eeeda4c1feb88c94a315.json,yes,5ee0d43cf83437cb,LRC,LRC,LRCUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1039922730199613,0.6972677595628416,2026-05-27T11:42:10Z
MBOXUSDT,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/4119ea4482260b0da4751797.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/22ce7cf965a7c3a57d4c7a90.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/c0f84259b792d43a355ae288.json,yes,89466c1eb51993df,MBOX,MBOX,MBOXUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.348314606741573,0.4471544715447153,2026-05-27T11:42:10Z
MBOXBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/31142a2d4175075c97fb401e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/b972951962a80f061abfbb83.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/4f803b0154f8dc1a4be874e3.json,yes,89466c1eb51993df,MBOX,MBOX,MBOXUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.348314606741573,0.4471544715447153,2026-05-27T11:42:10Z
OXTUSDT,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1a45b3c8368fb5df02ed2e9c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/dbe2a5c6ea2f76c9f884c423.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/b4609484bd911551f45098ea.json,yes,f3b4f1d87991a6c5,OXT,OXT,OXTUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.4578313253012047,0.2028985507246377,2026-05-27T11:42:10Z
OXTBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ff73928827ea6e31644f4c28.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d2e6915737062556f8dc2e9e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/e62ebb1def7a16ccbdd532ac.json,yes,f3b4f1d87991a6c5,OXT,OXT,OXTUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.4578313253012047,0.2028985507246377,2026-05-27T11:42:10Z
WIFUSDT,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/cf49a85a35742912f483bbd1.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/34cda68e2e7687fa476afb51.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/7fa08db54095e54cedfe3e03.json,yes,8fc0ed1fa5f76c22,WIF,WIF,WIFUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,medium,no,0.1250000000000002,0.1230000000000001,0.1200000000000001,0.1150000000000002,0.1050000000000001,0.0750000000000001,0.0202020202020201,0.2298136645962734,2026-05-27T11:42:10Z
WIFBUSD,2026-03-04T10:59:59Z,2026-03-08T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/943b024e2b6869c766fa2fb6.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/341e74280098d42033879c39.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/37477d849b3aa2225ee48d3e.json,yes,8fc0ed1fa5f76c22,WIF,WIF,WIFUSDT,2026-03-06T10:59:59Z,2026-03-06T08:29:56Z,medium,no,0.1250000000000002,0.1230000000000001,0.1200000000000001,0.1150000000000002,0.1050000000000001,0.0750000000000001,0.0202020202020201,0.2298136645962734,2026-05-27T11:42:10Z
A2ZUSDT,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ddba79646335671b62681956.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/299155808184760f587a160c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/6c1465ee7356294347b511e3.json,yes,1fc6e5215a5c6f00,A2Z,A2Z,A2ZUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,low,yes,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.1806930693069306,10.22222222222222,2026-05-27T11:42:10Z
A2ZBUSD,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/f0f878066138fe43961e90c6.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2413e05f23ffb57dd89bc9ab.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/b9c54e9304ce186c8cb59d42.json,yes,1fc6e5215a5c6f00,A2Z,A2Z,A2ZUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,low,yes,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.1806930693069306,10.22222222222222,2026-05-27T11:42:10Z
FIOUSDT,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/3bd11c2db66791e423c5296d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/60ab793d6a5c4119b5d93eef.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/aa5af3435ec37c702a42f3bf.json,yes,e7ff807aa10c4697,FIO,FIO,FIOUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0240384615384616,1.0799999999999996,2026-05-27T11:42:10Z
FIOBUSD,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1c3428f600f2b7dff31f4a52.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/4de4b5a83a06548fa22b2566.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/3c6bf7414ce703deeda363c1.json,yes,e7ff807aa10c4697,FIO,FIO,FIOUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0240384615384616,1.0799999999999996,2026-05-27T11:42:10Z
NTRNUSDT,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/819b9b18964176a726a6c5ac.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/57804a920dacacd9a52b05ca.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/58aad229f4bdfcbd7c679055.json,yes,d133553a8f6c79b6,NTRN,NTRN,NTRNUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0865384615384614,7.0,2026-05-27T11:42:10Z
NTRNBUSD,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/797ecd9627516193461b3e0f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/f6095e254bc28d0a2331700e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/1a372af8643edcd213713418.json,yes,d133553a8f6c79b6,NTRN,NTRN,NTRNUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0865384615384614,7.0,2026-05-27T11:42:10Z
QIUSDT,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/55b21e2ea513a910271c42e7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d6be20b7a8df1079ed97d46d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/57de413dec22856c0cf62808.json,yes,31663d580e98be67,QI,QI,QIUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,low,yes,0.2266666666666665,0.2246666666666665,0.2216666666666664,0.2166666666666664,0.2066666666666665,0.1766666666666664,0.0054347826086955,0.3629629629629629,2026-05-27T11:42:10Z
QIBUSD,2026-03-11T11:59:59Z,2026-03-15T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/98d764fffa5788670601000e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/87baf78ab40ce50b643d804b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/b91a7799b776341aef531d7b.json,yes,31663d580e98be67,QI,QI,QIUSDT,2026-03-13T11:59:59Z,2026-03-13T09:00:23Z,low,yes,0.2266666666666665,0.2246666666666665,0.2216666666666664,0.2166666666666664,0.2066666666666665,0.1766666666666664,0.0054347826086955,0.3629629629629629,2026-05-27T11:42:10Z
FARMUSDT,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ccdfd5b8df9450374dc96710.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/bd4b54059b87bc7fb6625200.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/832730f7624d9bec3c3c3670.json,yes,22c469b3db8740d8,FARM,FARM,FARMUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2195121951219512,0.3348837209302326,2026-05-27T11:42:10Z
FARMBUSD,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/51ecada67a0d1f4ab7cf70a8.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/22ab1ed7db52d19aa3fc79f5.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/96f641ee75977b5b3c156f8e.json,yes,22c469b3db8740d8,FARM,FARM,FARMUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2195121951219512,0.3348837209302326,2026-05-27T11:42:10Z
HIGHUSDT,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/c851128d3c20c4451a83d46e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/e81502b9d587171affc7f41d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/45010f3a251917bef43dec4a.json,yes,8fa523c997c7d4f5,HIGH,HIGH,HIGHUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,4.212389380530973,0.0560747663551401,2026-05-27T11:42:10Z
HIGHBUSD,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/5fc4c0e6d580bff553f18bc1.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/863d40672bbe46623140306e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/a2a8c8bd914e594b113111b3.json,yes,8fa523c997c7d4f5,HIGH,HIGH,HIGHUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,4.212389380530973,0.0560747663551401,2026-05-27T11:42:10Z
MLNUSDT,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/e52cbb4ad49f72a4e6bce59e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/ca5275f473974dccc676dbc7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/74f251346738b25be21d0042.json,yes,d83b4d4e12311776,MLN,MLN,MLNUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.51,0.4423076923076923,2026-05-27T11:42:10Z
MLNBUSD,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/b9902761ea308054384a0157.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/1431762be278e354b590e173.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/cfcc522e018fc8bbc7a5de63.json,yes,d83b4d4e12311776,MLN,MLN,MLNUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.51,0.4423076923076923,2026-05-27T11:42:10Z
RESOLVUSDT,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0f6f06ff2eb28b8fcc50e740.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/a8c2fe62b99554413598a1db.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/ee6241c600524ea167baadf7.json,yes,b3172c363e7bc7a7,RESOLV,RESOLV,RESOLVUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,medium,no,0.1147058823529412,0.1127058823529412,0.1097058823529412,0.1047058823529412,0.0947058823529412,0.0647058823529412,0.04221635883905,0.3933823529411766,2026-05-27T11:42:10Z
RESOLVBUSD,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/fa158c1d247363b025bbc9e4.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/e0223d1f94a6f0f29fed1eca.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/64bbaafeaae6600a94294379.json,yes,b3172c363e7bc7a7,RESOLV,RESOLV,RESOLVUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,medium,no,0.1147058823529412,0.1127058823529412,0.1097058823529412,0.1047058823529412,0.0947058823529412,0.0647058823529412,0.04221635883905,0.3933823529411766,2026-05-27T11:42:10Z
SYSUSDT,2026-04-12T04:59:59Z,2026-04-16T04:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ef8cfaec42f783d7527c2091.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/9edaddf2b2f7fd590123de27.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/8c4b41bf8564dd7584ebe76d.json,yes,3635c4847266eeb7,SYS,SYS,SYSUSDT,2026-04-14T04:59:59Z,2026-04-14T02:30:06Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.3116328708644611,0.5385878489326765,2026-05-27T11:42:10Z
