token_entity_id,token_symbol,final_outcome,primary_scenario,secondary_flags,anchor_event_id,anchor_event_type,spot_pair,futures_pair,fallback_provider,price_window_rows,missing_price_rows,benchmark_gap_rows,unresolved_pair_rows,true_data_gap_rows,true_data_gap_rate,benchmark_gap_rate,is_research_eligible,exclusion_reason,data_quality_score,confidence_level
SOL,SOL,futures_only_delisting,FUTURES_ONLY_DELISTING,,b52761fdd30b7f8f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,SOLUSDT,SOLUSDT,,36.0,18.0,2.0,0.0,18.0,0.5,0.05555555555555555,no,true_data_gap_heavy,0.811,medium
SOLV,SOLV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,1ec74704e160055e,SPOT_PAIR_REMOVED,SOLVUSDT,SOLVUSDT,,36.0,5.0,4.0,0.0,5.0,0.1388888888888889,0.1111111111111111,no,pair_removal_control_only,0.624,low
SOMI,SOMI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,cf99ac1a13c5143d,SPOT_PAIR_REMOVED,SOMIUSDT,SOMIUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SOPH,SOPH,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,b6a0db8b90e8e6f7,SPOT_PAIR_REMOVED,SOPHUSDT,SOPHUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,no,pair_removal_control_only,0.65,medium
SPK,SPK,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,9b659528c1155f0d,SPOT_PAIR_REMOVED,SPKUSDT,SPKUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SRM,SRM,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,0e162a9646208d35,SPOT_TOKEN_DELISTING_ANNOUNCED,SRMUSDT,,,18.0,18.0,0.0,0.0,12.0,0.6666666666666666,0.0,no,fallback_provider_unavailable;true_data_gap_heavy,0.567,low
SSV,SSV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,1f8598dd3a6fead8,SPOT_PAIR_REMOVED,SSVUSDT,SSVUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
STEEM,STEEM,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,cacf4df59be95a22,SPOT_PAIR_REMOVED,STEEMUSDT,STEEMUSDT,,36.0,9.0,9.0,0.0,9.0,0.25,0.25,no,pair_removal_control_only;true_data_gap_heavy;benchmark_gap_heavy,0.55,low
STG,STG,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,925c6f7afe181260,SPOT_PAIR_REMOVED,STGUSDT,STGUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
STMX,STMX,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,c7d11f997d396961,MONITORING_TAG_ADDED,STMXUSDT,STMXUSDT,,36.0,6.0,0.0,0.0,2.0,0.05555555555555555,0.0,no,fallback_provider_unavailable,0.781,medium
STO,STO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,92500415b5a9b2e6,SPOT_PAIR_REMOVED,STOUSDT,STOUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
STORJ,STORJ,still_tagged,NO_CLEAR_REACTION,,f63547e56df03876,MONITORING_TAG_ADDED,STORJUSDT,STORJUSDT,,36.0,5.0,5.0,0.0,5.0,0.1388888888888889,0.1388888888888889,yes,,0.917,high
STPT,STPT,still_tagged,SLOW_BLEED_AFTER_TAG,,34739c73dc72f1d0,MONITORING_TAG_ADDED,STPTUSDT,STPTUSDT,,36.0,1.0,0.0,0.0,1.0,0.027777777777777776,0.0,yes,,0.99,high
STRAX,STRAX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7440439b0024b253,SPOT_PAIR_REMOVED,STRAXUSDT,STRAXUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
STRK,STRK,seed_tag_only,SEED_TAG_ONLY,,ee491f16745f5644,SEED_TAG_ADDED,STRKUSDT,STRKUSDT,,72.0,18.0,0.0,0.0,18.0,0.25,0.0,no,true_data_gap_heavy,0.912,high
STX,STX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e2ac963b081a6f88,SPOT_PAIR_REMOVED,STXUSDT,STXUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SUI,SUI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8240f9e2753f7722,SPOT_PAIR_REMOVED,SUIUSDT,SUIUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SUN,SUN,tag_removed,TAG_REMOVED_AND_RECOVERED,,d40e87ef3d1ebf58,MONITORING_TAG_ADDED,SUNUSDT,SUNUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SUPER,SUPER,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,00bb10926375484e,SPOT_PAIR_REMOVED,SUPERUSDT,SUPERUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SUSHI,SUSHI,unknown,UNKNOWN_MANUAL_REVIEW,,bfa921424446d860,SPOT_PAIR_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
SWELL,SWELL,futures_only_delisting,FUTURES_ONLY_DELISTING,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,6239afdfdc20916f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,SWELLUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SXP,SXP,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,cf537e599c97af65,MONITORING_TAG_ADDED,SXPUSDT,SXPUSDT,ccxt_gateio,108.0,1.0,1.0,0.0,0.0,0.0,0.009259259259259259,no,fallback_provider_unavailable,0.798,medium
SXT,SXT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,fea718421a8f0e05,SPOT_PAIR_REMOVED,SXTUSDT,SXTUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SYN,SYN,still_tagged,NO_CLEAR_REACTION,,f0150e75bcb7b849,MONITORING_TAG_ADDED,SYNUSDT,SYNUSDT,,36.0,5.0,5.0,0.0,5.0,0.1388888888888889,0.1388888888888889,yes,,0.917,high
SYRUP,SYRUP,seed_tag_only,SEED_TAG_ONLY,,08ca507142ef3def,SEED_TAG_ADDED,SYRUPUSDT,SYRUPUSDT,,18.0,18.0,0.0,0.0,18.0,1.0,0.0,no,true_data_gap_heavy,0.75,medium
SYS,SYS,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,3635c4847266eeb7,MONITORING_TAG_ADDED,SYSUSDT,SYSUSDT,ccxt_gateio,72.0,5.0,5.0,0.0,2.0,0.027777777777777776,0.06944444444444445,no,fallback_provider_unavailable,0.773,medium
TANSSI,TANSSI,futures_only_delisting,FUTURES_ONLY_DELISTING,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,fc086caa855619ff,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,TANSSIUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
TAO,TAO,tag_removed,TAG_REMOVED_BUT_NOT_RECOVERED,,5ce1a94888ae34b9,SEED_TAG_ADDED,TAOUSDT,TAOUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
TFUEL,TFUEL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e3de1d93e78b12ec,SPOT_PAIR_REMOVED,TFUELUSDT,,,18.0,3.0,2.0,0.0,3.0,0.16666666666666666,0.1111111111111111,no,pair_removal_control_only,0.614,low
THE,THE,tag_removed,TAG_REMOVED_AND_RECOVERED,,,,THEUSDT,THEUSDT,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
THETA,THETA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5e887410c2b5ded1,SPOT_PAIR_REMOVED,THETAUSDT,THETAUSDT,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TIA,TIA,seed_tag_only,SEED_TAG_ONLY,,d384591313982a21,SEED_TAG_ADDED,TIAUSDT,TIAUSDT,,90.0,20.0,2.0,0.0,20.0,0.2222222222222222,0.022222222222222223,yes,,0.917,high
TKO,TKO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,c5c26b5ea82fe3c2,SPOT_PAIR_REMOVED,TKOUSDT,,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TLM,TLM,still_tagged,IMMEDIATE_DUMP_AFTER_TAG,,53093ab4bf09fee7,MONITORING_TAG_ADDED,TLMUSDT,TLMUSDT,,72.0,5.0,5.0,0.0,5.0,0.06944444444444445,0.06944444444444445,yes,,0.958,high
TNSR,TNSR,seed_tag_only,SEED_TAG_ONLY,,c8ed675ed7deb479,SEED_TAG_ADDED,TNSRUSDT,TNSRUSDT,,54.0,18.0,0.0,0.0,18.0,0.3333333333333333,0.0,no,true_data_gap_heavy,0.883,high
TOKEN,TOKEN,futures_only_delisting,FUTURES_ONLY_DELISTING,,3803f5715e2aa04e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,TOKENUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
TOMO,TOMO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,069f7f43c6c59da3,SPOT_PAIR_REMOVED,TOMOUSDT,,,18.0,3.0,0.0,0.0,3.0,0.16666666666666666,0.0,no,pair_removal_control_only,0.642,low
TON,TON,seed_tag_only,SEED_TAG_ONLY,,9652501f42d74aaf,SEED_TAG_ADDED,TONUSDT,TONUSDT,,54.0,18.0,0.0,0.0,18.0,0.3333333333333333,0.0,no,true_data_gap_heavy,0.883,high
TORN,TORN,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED;SUSPICIOUS_FALLBACK_SPIKE,890d16cda52aee13,SPOT_TOKEN_DELISTING_ANNOUNCED,TORNUSDT,,ccxt_mexc,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,manual_review_required;suspicious_fallback_spike,0.6,low
TOWNS,TOWNS,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,621d61a0e0462ff4,SPOT_PAIR_REMOVED,TOWNSUSDT,TOWNSUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TRB,TRB,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,403a2813aee6ac84,SPOT_PAIR_REMOVED,TRBUSDT,TRBUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TREE,TREE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,40d1a5da21960f5c,SPOT_PAIR_REMOVED,TREEUSDT,TREEUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TROY,TROY,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,db0cdaac498440e7,MONITORING_TAG_ADDED,TROYUSDT,TROYUSDT,,54.0,8.0,0.0,0.0,4.0,0.07407407407407407,0.0,no,fallback_provider_unavailable,0.774,medium
TRU,TRU,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,4623eb2e7750ecc2,MONITORING_TAG_ADDED,TRUUSDT,TRUUSDT,ccxt_gateio,54.0,4.0,4.0,0.0,2.0,0.037037037037037035,0.07407407407407407,no,fallback_provider_unavailable,0.769,medium
TRUMP,TRUMP,seed_tag_only,SEED_TAG_ONLY,,d4d2f2d9c9ba1e4e,SEED_TAG_ADDED,TRUMPUSDT,TRUMPUSDT,,54.0,22.0,4.0,0.0,22.0,0.4074074074074074,0.07407407407407407,no,true_data_gap_heavy,0.839,medium
TRX,TRX,futures_only_delisting,FUTURES_ONLY_DELISTING,,32ffd73104a9d547,FUTURES_CONTRACT_DELISTING_ANNOUNCED,TRXUSDT,TRXUSDT,,54.0,20.0,0.0,0.0,20.0,0.37037037037037035,0.0,no,true_data_gap_heavy,0.87,high
TST,TST,seed_tag_only,SEED_TAG_ONLY,,d90047f85e2a671e,SEED_TAG_ADDED,TSTUSDT,TSTUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
TURBO,TURBO,seed_tag_only,SEED_TAG_ONLY,,b6c2089d5b124417,SEED_TAG_ADDED,TURBOUSDT,TURBOUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
TURTLE,TURTLE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,9254602c131318e2,SPOT_PAIR_REMOVED,TURTLEUSDT,TURTLEUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TUSD,TUSD,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,de8d15fa71f74047,SPOT_PAIR_REMOVED,TUSDUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
TWT,TWT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,fd8ff3767ec74aba,SPOT_PAIR_REMOVED,TWTUSDT,TWTUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
UFT,UFT,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,93a4361a2732433c,MONITORING_TAG_ADDED,UFTUSDT,,,72.0,10.0,0.0,0.0,6.0,0.08333333333333333,0.0,no,fallback_provider_unavailable,0.771,medium
UMA,UMA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,52d50d938c8af799,SPOT_PAIR_REMOVED,UMAUSDT,UMAUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
UNFI,UNFI,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;TAG_TO_DELISTING,bcbb33fb0a078dbd,MONITORING_TAG_ADDED,UNFIUSDT,UNFIUSDT,ccxt_gateio,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
UNI,UNI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,104d95c802f3cac6,SPOT_PAIR_REMOVED,UNIUSDT,UNIUSDT,,54.0,4.0,4.0,0.0,4.0,0.07407407407407407,0.07407407407407407,no,pair_removal_control_only,0.656,medium
USTC,USTC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,3d702e58273cb2db,SPOT_PAIR_REMOVED,USTCUSDT,USTCUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
USUAL,USUAL,seed_tag_only,SEED_TAG_ONLY,,996d4ac7e05a1138,SEED_TAG_ADDED,USUALUSDT,USUALUSDT,,54.0,1.0,0.0,0.0,1.0,0.018518518518518517,0.0,yes,,0.994,high
UTK,UTK,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,82877c059d725859,SPOT_PAIR_REMOVED,UTKUSDT,,,36.0,1.0,0.0,0.0,1.0,0.027777777777777776,0.0,no,pair_removal_control_only,0.69,medium
UXLINK,UXLINK,futures_only_delisting,FUTURES_ONLY_DELISTING,,13c2c6fa9e5b8d76,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,UXLINKUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
VAI,VAI,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT;PUMP_MANUAL_REVIEW;SUSPICIOUS_FALLBACK_SPIKE;TAG_TO_DELISTING,9f5912ee50a005d4,MONITORING_TAG_ADDED,,,ccxt_mexc,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,manual_review_required;no_resolved_binance_pair;suspicious_fallback_spike,0.6,low
VANA,VANA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,af7b8f0a7195eed3,SPOT_PAIR_REMOVED,VANAUSDT,VANAUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
VANRY,VANRY,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,0f00d21d5b496c07,SPOT_PAIR_REMOVED,VANRYUSDT,VANRYUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
VELODROME,VELODROME,still_tagged,NO_CLEAR_REACTION,,19b84d1ea3ca7fa5,MONITORING_TAG_ADDED,VELODROMEUSDT,VELODROMEUSDT,,36.0,20.0,2.0,0.0,20.0,0.5555555555555556,0.05555555555555555,no,true_data_gap_heavy,0.792,medium
VET,VET,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,91f966be377436a3,SPOT_PAIR_REMOVED,VETUSDT,VETUSDT,,72.0,1.0,1.0,0.0,1.0,0.013888888888888888,0.013888888888888888,no,pair_removal_control_only,0.692,medium
VFY,VFY,futures_only_delisting,FUTURES_ONLY_DELISTING,,e75fd056419a485e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,VFYUSDT,,18.0,1.0,1.0,0.0,1.0,0.05555555555555555,0.05555555555555555,yes,,0.967,high
VGX,VGX,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,ca86e505313d35f7,SPOT_TOKEN_DELISTING_ANNOUNCED,VGXUSDT,,ccxt_gateio,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
VIB,VIB,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,d485d7796d3134c1,MONITORING_TAG_ADDED,VIBUSDT,,,72.0,8.0,0.0,0.0,4.0,0.05555555555555555,0.0,no,fallback_provider_unavailable,0.781,medium
VIC,VIC,still_tagged,NO_CLEAR_REACTION,,160aee0f5e2dd2e9,MONITORING_TAG_ADDED,VICUSDT,VICUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,yes,,0.95,high
VIDT,VIDT,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,c93a669847ebc63d,MONITORING_TAG_ADDED,VIDTUSDT,VIDTUSDT,,72.0,10.0,0.0,0.0,6.0,0.08333333333333333,0.0,no,fallback_provider_unavailable,0.771,medium
VINE,VINE,futures_only_delisting,FUTURES_ONLY_DELISTING,,dcc9cdb276e1d98b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,VINEUSDT,,18.0,2.0,2.0,0.0,2.0,0.1111111111111111,0.1111111111111111,yes,,0.933,high
VIRTUAL,VIRTUAL,unknown,UNKNOWN_MANUAL_REVIEW,,31ab1c7dde5e3725,SEED_TAG_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
VITE,VITE,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,b0e2fef6b72f5dbc,MONITORING_TAG_ADDED,VITEUSDT,,,54.0,7.0,0.0,0.0,3.0,0.05555555555555555,0.0,no,fallback_provider_unavailable,0.781,medium
VOXEL,VOXEL,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,e0c3a1cadfeb9ad2,MONITORING_TAG_ADDED,VOXELUSDT,VOXELUSDT,ccxt_gateio,90.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
VTHO,VTHO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,ca75ff586db5b183,SPOT_PAIR_REMOVED,VTHOUSDT,VTHOUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
WAN,WAN,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,f1627838a2164868,MONITORING_TAG_ADDED,WANUSDT,,ccxt_kucoin,54.0,2.0,2.0,0.0,0.0,0.0,0.037037037037037035,no,fallback_provider_unavailable,0.791,medium
WAVES,WAVES,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,c93ee5f086c41471,MONITORING_TAG_ADDED,WAVESUSDT,WAVESUSDT,ccxt_bybit,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
WAXP,WAXP,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,46deb72c8549f0fc,SPOT_PAIR_REMOVED,WAXPUSDT,WAXPUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
WCT,WCT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4de1523cf70fd8c5,SPOT_PAIR_REMOVED,WCTUSDT,WCTUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
WIF,WIF,still_tagged,SLOW_BLEED_AFTER_TAG,,8fc0ed1fa5f76c22,MONITORING_TAG_ADDED,WIFUSDT,WIFUSDT,,108.0,29.0,11.0,0.0,29.0,0.26851851851851855,0.10185185185185185,no,true_data_gap_heavy,0.881,high
WIN,WIN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,631078cdfd1aeacd,SPOT_PAIR_REMOVED,WINUSDT,,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
WING,WING,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,8025080a0cc8fac6,MONITORING_TAG_ADDED,WINGUSDT,,ccxt_gateio,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
WLFI,WLFI,seed_tag_only,SEED_TAG_ONLY,,c1907d9af6bba818,SEED_TAG_ADDED,WLFIUSDT,WLFIUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
WNXM,WNXM,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,832b8eba4d6c1d29,MONITORING_TAG_ADDED,WNXMUSDT,,ccxt_mexc,36.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
WOO,WOO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,dd468a2c97ff7fac,SPOT_PAIR_REMOVED,WOOUSDT,WOOUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
WRX,WRX,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,4cc3c268e5d9fbd4,SPOT_TOKEN_DELISTING_ANNOUNCED,WRXUSDT,,ccxt_gateio,36.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
WTC,WTC,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,368a3d7cdf4b4eeb,MONITORING_TAG_ADDED,WTCUSDT,,,36.0,5.0,0.0,0.0,1.0,0.027777777777777776,0.0,no,fallback_provider_unavailable,0.79,medium
XAI,XAI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,2675ba7810866a2d,SPOT_PAIR_REMOVED,XAIUSDT,XAIUSDT,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
XAUT,XAUT,unknown,UNKNOWN_MANUAL_REVIEW,,547ae1eba21a50d8,SEED_TAG_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
XCN,XCN,futures_only_delisting,FUTURES_ONLY_DELISTING,,f465bf87e8b18492,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,XCNUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
XEC,XEC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,0cbee9897c438136,SPOT_PAIR_REMOVED,XECUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
XEM,XEM,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,a956d4f5da81e55f,MONITORING_TAG_ADDED,XEMUSDT,XEMUSDT,ccxt_gateio,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
XLM,XLM,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,f484711c55788741,SPOT_PAIR_REMOVED,XLMUSDT,XLMUSDT,,54.0,4.0,4.0,0.0,4.0,0.07407407407407407,0.07407407407407407,no,pair_removal_control_only,0.656,medium
XMR,XMR,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,841a343b613e39f5,MONITORING_TAG_ADDED,XMRUSDT,XMRUSDT,ccxt_kucoin,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
XNO,XNO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,22c0423533660f80,SPOT_PAIR_REMOVED,XNOUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
XPL,XPL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,a116d5e4290dfee2,SPOT_PAIR_REMOVED,XPLUSDT,XPLUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,no,pair_removal_control_only,0.65,medium
XRP,XRP,futures_only_delisting,FUTURES_ONLY_DELISTING,,8edc23ba75f31f66,FUTURES_CONTRACT_DELISTING_ANNOUNCED,XRPUSDT,XRPUSDT,,36.0,2.0,2.0,0.0,2.0,0.05555555555555555,0.05555555555555555,yes,,0.967,high
